seed	coverage	substitution_rate	family_id	diagnostic_kmer_count	estimated_copy_number	sampling_standard_error	sampling_interval_low	sampling_interval_high	positive_reads	effective_positive_reads	interval_status	warning
4101	1	0	f1	61	0.0	NA	NA	NA	0	0.0	no_observed_support_not_absence	experimental_read_sampling_model;catalogue_specificity_not_background_verified;sequence_error_and_library_bias_not_corrected;genome_size_treated_as_fixed
4101	1	0	f2	171	42.59848751732174	NA	NA	NA	3	1.8891416441236732	insufficient_effective_reads	experimental_read_sampling_model;catalogue_specificity_not_background_verified;sequence_error_and_library_bias_not_corrected;genome_size_treated_as_fixed
4101	1	0	f3	421	178.95762265211692	NA	NA	NA	17	15.655871267308088	insufficient_effective_reads	experimental_read_sampling_model;catalogue_specificity_not_background_verified;sequence_error_and_library_bias_not_corrected;genome_size_treated_as_fixed
4101	1	0.001	f1	61	0.0	NA	NA	NA	0	0.0	no_observed_support_not_absence	experimental_read_sampling_model;catalogue_specificity_not_background_verified;sequence_error_and_library_bias_not_corrected;genome_size_treated_as_fixed
4101	1	0.001	f2	171	41.862015312713815	NA	NA	NA	3	1.8803549482089132	insufficient_effective_reads	experimental_read_sampling_model;catalogue_specificity_not_background_verified;sequence_error_and_library_bias_not_corrected;genome_size_treated_as_fixed
4101	1	0.001	f3	421	175.49380419539307	NA	NA	NA	17	15.65504859827756	insufficient_effective_reads	experimental_read_sampling_model;catalogue_specificity_not_background_verified;sequence_error_and_library_bias_not_corrected;genome_size_treated_as_fixed
4101	1	0.01	f1	61	0.0	NA	NA	NA	0	0.0	no_observed_support_not_absence	experimental_read_sampling_model;catalogue_specificity_not_background_verified;sequence_error_and_library_bias_not_corrected;genome_size_treated_as_fixed
4101	1	0.01	f2	171	34.71940393151631	NA	NA	NA	3	1.8996984051914536	insufficient_effective_reads	experimental_read_sampling_model;catalogue_specificity_not_background_verified;sequence_error_and_library_bias_not_corrected;genome_size_treated_as_fixed
4101	1	0.01	f3	421	144.47375487698704	NA	NA	NA	17	15.651297161385427	insufficient_effective_reads	experimental_read_sampling_model;catalogue_specificity_not_background_verified;sequence_error_and_library_bias_not_corrected;genome_size_treated_as_fixed
4101	5	0	f1	61	16.651987305015574	NA	NA	NA	5	4.365241909924477	insufficient_effective_reads	experimental_read_sampling_model;catalogue_specificity_not_background_verified;sequence_error_and_library_bias_not_corrected;genome_size_treated_as_fixed
4101	5	0	f2	171	75.65508677278878	NA	NA	NA	18	14.639273458240481	insufficient_effective_reads	experimental_read_sampling_model;catalogue_specificity_not_background_verified;sequence_error_and_library_bias_not_corrected;genome_size_treated_as_fixed
4101	5	0	f3	421	191.90542784416579	16.185891069948454	160.18166428937835	223.62919139895322	85	82.62325564773346	approximate_95pct_read_cluster_normal	experimental_read_sampling_model;catalogue_specificity_not_background_verified;sequence_error_and_library_bias_not_corrected;genome_size_treated_as_fixed;normal_coverage_requires_independent_calibration
4101	5	0.001	f1	61	16.33581033086969	NA	NA	NA	5	4.339918407783963	insufficient_effective_reads	experimental_read_sampling_model;catalogue_specificity_not_background_verified;sequence_error_and_library_bias_not_corrected;genome_size_treated_as_fixed
4101	5	0.001	f2	171	74.11364698265461	NA	NA	NA	18	14.647567359160682	insufficient_effective_reads	experimental_read_sampling_model;catalogue_specificity_not_background_verified;sequence_error_and_library_bias_not_corrected;genome_size_treated_as_fixed
4101	5	0.001	f3	421	187.99042216202452	15.855277423016153	156.9146494480218	219.06619487602723	85	82.62575509232734	approximate_95pct_read_cluster_normal	experimental_read_sampling_model;catalogue_specificity_not_background_verified;sequence_error_and_library_bias_not_corrected;genome_size_treated_as_fixed;normal_coverage_requires_independent_calibration
4101	5	0.01	f1	61	14.6791747267511	NA	NA	NA	5	4.400293768636042	insufficient_effective_reads	experimental_read_sampling_model;catalogue_specificity_not_background_verified;sequence_error_and_library_bias_not_corrected;genome_size_treated_as_fixed
4101	5	0.01	f2	171	61.776254272137194	NA	NA	NA	18	14.66142926030621	insufficient_effective_reads	experimental_read_sampling_model;catalogue_specificity_not_background_verified;sequence_error_and_library_bias_not_corrected;genome_size_treated_as_fixed
4101	5	0.01	f3	421	156.35398850800956	13.193420516496442	130.4953594627847	182.21261755323442	85	82.5789593209577	approximate_95pct_read_cluster_normal	experimental_read_sampling_model;catalogue_specificity_not_background_verified;sequence_error_and_library_bias_not_corrected;genome_size_treated_as_fixed;normal_coverage_requires_independent_calibration
4101	20	0	f1	61	15.676284923862276	NA	NA	NA	20	16.996547738720995	insufficient_effective_reads	experimental_read_sampling_model;catalogue_specificity_not_background_verified;sequence_error_and_library_bias_not_corrected;genome_size_treated_as_fixed
4101	20	0	f2	171	97.31278577532919	10.79901473523751	76.14710582574632	118.47846572491206	88	73.77002390876218	approximate_95pct_read_cluster_normal	experimental_read_sampling_model;catalogue_specificity_not_background_verified;sequence_error_and_library_bias_not_corrected;genome_size_treated_as_fixed;normal_coverage_requires_independent_calibration
4101	20	0	f3	421	203.1876734668625	8.133958476068626	187.2454078020237	219.1299391317013	363	350.0408652749553	approximate_95pct_read_cluster_normal	experimental_read_sampling_model;catalogue_specificity_not_background_verified;sequence_error_and_library_bias_not_corrected;genome_size_treated_as_fixed;normal_coverage_requires_independent_calibration
4101	20	0.001	f1	61	15.355167684495365	NA	NA	NA	20	16.974302019261586	insufficient_effective_reads	experimental_read_sampling_model;catalogue_specificity_not_background_verified;sequence_error_and_library_bias_not_corrected;genome_size_treated_as_fixed
4101	20	0.001	f2	171	95.35690780991318	10.57626718286198	74.6278050406308	116.08601057919556	88	73.842175666904	approximate_95pct_read_cluster_normal	experimental_read_sampling_model;catalogue_specificity_not_background_verified;sequence_error_and_library_bias_not_corrected;genome_size_treated_as_fixed;normal_coverage_requires_independent_calibration
4101	20	0.001	f3	421	198.99672287544723	7.96553742718611	183.3845564006566	214.60888935023786	363	350.07286792989214	approximate_95pct_read_cluster_normal	experimental_read_sampling_model;catalogue_specificity_not_background_verified;sequence_error_and_library_bias_not_corrected;genome_size_treated_as_fixed;normal_coverage_requires_independent_calibration
4101	20	0.01	f1	61	12.745884270254995	NA	NA	NA	20	16.85430053679341	insufficient_effective_reads	experimental_read_sampling_model;catalogue_specificity_not_background_verified;sequence_error_and_library_bias_not_corrected;genome_size_treated_as_fixed
4101	20	0.01	f2	171	79.41498973649057	8.810278076157914	62.14716201343822	96.68281745954292	88	73.80920937354055	approximate_95pct_read_cluster_normal	experimental_read_sampling_model;catalogue_specificity_not_background_verified;sequence_error_and_library_bias_not_corrected;genome_size_treated_as_fixed;normal_coverage_requires_independent_calibration
4101	20	0.01	f3	421	164.7898140743266	6.601432273465889	151.8512445719531	177.72838357670014	363	349.76704828436357	approximate_95pct_read_cluster_normal	experimental_read_sampling_model;catalogue_specificity_not_background_verified;sequence_error_and_library_bias_not_corrected;genome_size_treated_as_fixed;normal_coverage_requires_independent_calibration
4102	1	0	f1	61	0.0	NA	NA	NA	0	0.0	no_observed_support_not_absence	experimental_read_sampling_model;catalogue_specificity_not_background_verified;sequence_error_and_library_bias_not_corrected;genome_size_treated_as_fixed
4102	1	0	f2	171	116.77760457033106	NA	NA	NA	5	4.582744280775093	insufficient_effective_reads	experimental_read_sampling_model;catalogue_specificity_not_background_verified;sequence_error_and_library_bias_not_corrected;genome_size_treated_as_fixed
4102	1	0	f3	421	225.34525036009404	NA	NA	NA	20	19.116264515355805	insufficient_effective_reads	experimental_read_sampling_model;catalogue_specificity_not_background_verified;sequence_error_and_library_bias_not_corrected;genome_size_treated_as_fixed
4102	1	0.001	f1	61	0.0	NA	NA	NA	0	0.0	no_observed_support_not_absence	experimental_read_sampling_model;catalogue_specificity_not_background_verified;sequence_error_and_library_bias_not_corrected;genome_size_treated_as_fixed
4102	1	0.001	f2	171	115.05916942624589	NA	NA	NA	5	4.585448910843653	insufficient_effective_reads	experimental_read_sampling_model;catalogue_specificity_not_background_verified;sequence_error_and_library_bias_not_corrected;genome_size_treated_as_fixed
4102	1	0.001	f3	421	221.36862533266955	NA	NA	NA	20	19.11720599366717	insufficient_effective_reads	experimental_read_sampling_model;catalogue_specificity_not_background_verified;sequence_error_and_library_bias_not_corrected;genome_size_treated_as_fixed
4102	1	0.01	f1	61	0.0	NA	NA	NA	0	0.0	no_observed_support_not_absence	experimental_read_sampling_model;catalogue_specificity_not_background_verified;sequence_error_and_library_bias_not_corrected;genome_size_treated_as_fixed
4102	1	0.01	f2	171	93.34492942530585	NA	NA	NA	5	4.6027257482470905	insufficient_effective_reads	experimental_read_sampling_model;catalogue_specificity_not_background_verified;sequence_error_and_library_bias_not_corrected;genome_size_treated_as_fixed
4102	1	0.01	f3	421	182.55439096051228	NA	NA	NA	20	19.0921771605714	insufficient_effective_reads	experimental_read_sampling_model;catalogue_specificity_not_background_verified;sequence_error_and_library_bias_not_corrected;genome_size_treated_as_fixed
4102	5	0	f1	61	11.866517060912015	NA	NA	NA	3	2.9999999999999996	insufficient_effective_reads	experimental_read_sampling_model;catalogue_specificity_not_background_verified;sequence_error_and_library_bias_not_corrected;genome_size_treated_as_fixed
4102	5	0	f2	171	89.5903134121038	NA	NA	NA	18	16.721095518283448	insufficient_effective_reads	experimental_read_sampling_model;catalogue_specificity_not_background_verified;sequence_error_and_library_bias_not_corrected;genome_size_treated_as_fixed
4102	5	0	f3	421	207.40844949162314	16.292040192205878	175.4766374802206	239.3402615030257	93	89.57119978112007	approximate_95pct_read_cluster_normal	experimental_read_sampling_model;catalogue_specificity_not_background_verified;sequence_error_and_library_bias_not_corrected;genome_size_treated_as_fixed;normal_coverage_requires_independent_calibration
4102	5	0.001	f1	61	11.728189634723188	NA	NA	NA	3	2.9997913512984127	insufficient_effective_reads	experimental_read_sampling_model;catalogue_specificity_not_background_verified;sequence_error_and_library_bias_not_corrected;genome_size_treated_as_fixed
4102	5	0.001	f2	171	87.71520830154427	NA	NA	NA	18	16.713992673187782	insufficient_effective_reads	experimental_read_sampling_model;catalogue_specificity_not_background_verified;sequence_error_and_library_bias_not_corrected;genome_size_treated_as_fixed
4102	5	0.001	f3	421	203.47865039454433	15.986701855951928	172.14529052529892	234.81201026378974	93	89.55055921746444	approximate_95pct_read_cluster_normal	experimental_read_sampling_model;catalogue_specificity_not_background_verified;sequence_error_and_library_bias_not_corrected;genome_size_treated_as_fixed;normal_coverage_requires_independent_calibration
4102	5	0.01	f1	61	9.873943421763425	NA	NA	NA	3	2.9952764764260382	insufficient_effective_reads	experimental_read_sampling_model;catalogue_specificity_not_background_verified;sequence_error_and_library_bias_not_corrected;genome_size_treated_as_fixed
4102	5	0.01	f2	171	72.8624020310594	NA	NA	NA	18	16.759428927600908	insufficient_effective_reads	experimental_read_sampling_model;catalogue_specificity_not_background_verified;sequence_error_and_library_bias_not_corrected;genome_size_treated_as_fixed
4102	5	0.01	f3	421	168.69646863513285	13.267894238288207	142.69187377740147	194.70106349286422	93	89.4471458523631	approximate_95pct_read_cluster_normal	experimental_read_sampling_model;catalogue_specificity_not_background_verified;sequence_error_and_library_bias_not_corrected;genome_size_treated_as_fixed;normal_coverage_requires_independent_calibration
4102	20	0	f1	61	14.974767262476131	NA	NA	NA	20	16.454071518386368	insufficient_effective_reads	experimental_read_sampling_model;catalogue_specificity_not_background_verified;sequence_error_and_library_bias_not_corrected;genome_size_treated_as_fixed
4102	20	0	f2	171	80.40394319940634	9.863039707690179	61.07274059424513	99.73514580456755	71	61.40633573402415	approximate_95pct_read_cluster_normal	experimental_read_sampling_model;catalogue_specificity_not_background_verified;sequence_error_and_library_bias_not_corrected;genome_size_treated_as_fixed;normal_coverage_requires_independent_calibration
4102	20	0	f3	421	201.28302129367268	8.153260394500267	185.3029245638753	217.26311802347004	360	345.4240347916187	approximate_95pct_read_cluster_normal	experimental_read_sampling_model;catalogue_specificity_not_background_verified;sequence_error_and_library_bias_not_corrected;genome_size_treated_as_fixed;normal_coverage_requires_independent_calibration
4102	20	0.001	f1	61	14.833969703676786	NA	NA	NA	20	16.4735554715745	insufficient_effective_reads	experimental_read_sampling_model;catalogue_specificity_not_background_verified;sequence_error_and_library_bias_not_corrected;genome_size_treated_as_fixed
4102	20	0.001	f2	171	78.84899231355077	9.669973028839234	59.89619344555217	97.80179118154936	71	61.43356531730809	approximate_95pct_read_cluster_normal	experimental_read_sampling_model;catalogue_specificity_not_background_verified;sequence_error_and_library_bias_not_corrected;genome_size_treated_as_fixed;normal_coverage_requires_independent_calibration
4102	20	0.001	f3	421	197.03086891304062	7.981789523136466	181.386848915514	212.67488891056723	360	345.38637121760905	approximate_95pct_read_cluster_normal	experimental_read_sampling_model;catalogue_specificity_not_background_verified;sequence_error_and_library_bias_not_corrected;genome_size_treated_as_fixed;normal_coverage_requires_independent_calibration
4102	20	0.01	f1	61	12.21974602421538	NA	NA	NA	20	16.593001108107167	insufficient_effective_reads	experimental_read_sampling_model;catalogue_specificity_not_background_verified;sequence_error_and_library_bias_not_corrected;genome_size_treated_as_fixed
4102	20	0.01	f2	171	65.17223880977656	7.9993013731188825	49.493896216981746	80.85058140257136	71	61.339564140890666	approximate_95pct_read_cluster_normal	experimental_read_sampling_model;catalogue_specificity_not_background_verified;sequence_error_and_library_bias_not_corrected;genome_size_treated_as_fixed;normal_coverage_requires_independent_calibration
4102	20	0.01	f3	421	163.3051040025855	6.6242428491410985	150.32182659342195	176.28838141174904	360	344.8727852404488	approximate_95pct_read_cluster_normal	experimental_read_sampling_model;catalogue_specificity_not_background_verified;sequence_error_and_library_bias_not_corrected;genome_size_treated_as_fixed;normal_coverage_requires_independent_calibration
4103	1	0	f1	61	0.8192606491539937	NA	NA	NA	1	1.0	insufficient_effective_reads	experimental_read_sampling_model;catalogue_specificity_not_background_verified;sequence_error_and_library_bias_not_corrected;genome_size_treated_as_fixed
4103	1	0	f2	171	114.91888900632057	NA	NA	NA	5	4.3975798044773615	insufficient_effective_reads	experimental_read_sampling_model;catalogue_specificity_not_background_verified;sequence_error_and_library_bias_not_corrected;genome_size_treated_as_fixed
4103	1	0	f3	421	233.70922049240468	NA	NA	NA	20	19.94746410544828	insufficient_effective_reads	experimental_read_sampling_model;catalogue_specificity_not_background_verified;sequence_error_and_library_bias_not_corrected;genome_size_treated_as_fixed
4103	1	0.001	f1	61	0.8192606491539937	NA	NA	NA	1	1.0	insufficient_effective_reads	experimental_read_sampling_model;catalogue_specificity_not_background_verified;sequence_error_and_library_bias_not_corrected;genome_size_treated_as_fixed
4103	1	0.001	f2	171	112.17173078278309	NA	NA	NA	5	4.410153921468121	insufficient_effective_reads	experimental_read_sampling_model;catalogue_specificity_not_background_verified;sequence_error_and_library_bias_not_corrected;genome_size_treated_as_fixed
4103	1	0.001	f3	421	229.01086769880882	NA	NA	NA	20	19.951841731933186	insufficient_effective_reads	experimental_read_sampling_model;catalogue_specificity_not_background_verified;sequence_error_and_library_bias_not_corrected;genome_size_treated_as_fixed
4103	1	0.01	f1	61	0.04915563894923958	NA	NA	NA	1	1.0	insufficient_effective_reads	experimental_read_sampling_model;catalogue_specificity_not_background_verified;sequence_error_and_library_bias_not_corrected;genome_size_treated_as_fixed
4103	1	0.01	f2	171	93.65471535264093	NA	NA	NA	5	4.368146322936278	insufficient_effective_reads	experimental_read_sampling_model;catalogue_specificity_not_background_verified;sequence_error_and_library_bias_not_corrected;genome_size_treated_as_fixed
4103	1	0.01	f3	421	188.54425659883793	NA	NA	NA	20	19.9300984709102	insufficient_effective_reads	experimental_read_sampling_model;catalogue_specificity_not_background_verified;sequence_error_and_library_bias_not_corrected;genome_size_treated_as_fixed
4103	5	0	f1	61	20.83145168200623	NA	NA	NA	7	5.496693860025758	insufficient_effective_reads	experimental_read_sampling_model;catalogue_specificity_not_background_verified;sequence_error_and_library_bias_not_corrected;genome_size_treated_as_fixed
4103	5	0	f2	171	129.21541996839545	24.111470391231002	81.9578063872788	176.4730335495121	29	25.2083799811502	approximate_95pct_read_cluster_normal	experimental_read_sampling_model;catalogue_specificity_not_background_verified;sequence_error_and_library_bias_not_corrected;genome_size_treated_as_fixed;normal_coverage_requires_independent_calibration
4103	5	0	f3	421	189.8920917918792	16.24727935075284	158.04800941764233	221.7361741661161	84	81.241677466669	approximate_95pct_read_cluster_normal	experimental_read_sampling_model;catalogue_specificity_not_background_verified;sequence_error_and_library_bias_not_corrected;genome_size_treated_as_fixed;normal_coverage_requires_independent_calibration
4103	5	0.001	f1	61	20.208978264156514	NA	NA	NA	7	5.448220734396005	insufficient_effective_reads	experimental_read_sampling_model;catalogue_specificity_not_background_verified;sequence_error_and_library_bias_not_corrected;genome_size_treated_as_fixed
4103	5	0.001	f2	171	126.70118128631687	23.652773603820492	80.34259688834905	173.05976568428468	29	25.188914883684667	approximate_95pct_read_cluster_normal	experimental_read_sampling_model;catalogue_specificity_not_background_verified;sequence_error_and_library_bias_not_corrected;genome_size_treated_as_fixed;normal_coverage_requires_independent_calibration
4103	5	0.001	f3	421	186.01526266441513	15.914808118234117	154.8228119318106	217.20771339701966	84	81.24631393552907	approximate_95pct_read_cluster_normal	experimental_read_sampling_model;catalogue_specificity_not_background_verified;sequence_error_and_library_bias_not_corrected;genome_size_treated_as_fixed;normal_coverage_requires_independent_calibration
4103	5	0.01	f1	61	16.582823591920846	NA	NA	NA	7	5.472529552929971	insufficient_effective_reads	experimental_read_sampling_model;catalogue_specificity_not_background_verified;sequence_error_and_library_bias_not_corrected;genome_size_treated_as_fixed
4103	5	0.01	f2	171	103.15780327221744	19.329927255635212	65.27184202739326	141.0437645170416	29	25.02456173873456	approximate_95pct_read_cluster_normal	experimental_read_sampling_model;catalogue_specificity_not_background_verified;sequence_error_and_library_bias_not_corrected;genome_size_treated_as_fixed;normal_coverage_requires_independent_calibration
4103	5	0.01	f3	421	154.2547552076998	13.211756782553104	128.3601877413929	180.14932267400667	84	81.14245925041983	approximate_95pct_read_cluster_normal	experimental_read_sampling_model;catalogue_specificity_not_background_verified;sequence_error_and_library_bias_not_corrected;genome_size_treated_as_fixed;normal_coverage_requires_independent_calibration
4103	20	0	f1	61	23.30076091498393	4.580868315235462	14.322423999201748	32.27909783076611	28	25.08890796028632	approximate_95pct_read_cluster_normal	experimental_read_sampling_model;catalogue_specificity_not_background_verified;sequence_error_and_library_bias_not_corrected;genome_size_treated_as_fixed;normal_coverage_requires_independent_calibration
4103	20	0	f2	171	99.07275285278416	10.774035691120144	77.95603093003957	120.18947477552875	89	76.52450344726795	approximate_95pct_read_cluster_normal	experimental_read_sampling_model;catalogue_specificity_not_background_verified;sequence_error_and_library_bias_not_corrected;genome_size_treated_as_fixed;normal_coverage_requires_independent_calibration
4103	20	0	f3	421	186.57454919043363	8.081683958261893	170.73473969780522	202.41435868306203	329	319.4674072697098	approximate_95pct_read_cluster_normal	experimental_read_sampling_model;catalogue_specificity_not_background_verified;sequence_error_and_library_bias_not_corrected;genome_size_treated_as_fixed;normal_coverage_requires_independent_calibration
4103	20	0.001	f1	61	22.69557842540782	4.471691594534972	13.93122395014879	31.45993290066685	28	24.98250198521974	approximate_95pct_read_cluster_normal	experimental_read_sampling_model;catalogue_specificity_not_background_verified;sequence_error_and_library_bias_not_corrected;genome_size_treated_as_fixed;normal_coverage_requires_independent_calibration
4103	20	0.001	f2	171	97.04080154406702	10.555484560733623	76.35243196566053	117.72917112247352	89	76.49277732527017	approximate_95pct_read_cluster_normal	experimental_read_sampling_model;catalogue_specificity_not_background_verified;sequence_error_and_library_bias_not_corrected;genome_size_treated_as_fixed;normal_coverage_requires_independent_calibration
4103	20	0.001	f3	421	182.69032335550233	7.913552623785856	167.1800452231196	198.20060148788505	329	319.4616928240325	approximate_95pct_read_cluster_normal	experimental_read_sampling_model;catalogue_specificity_not_background_verified;sequence_error_and_library_bias_not_corrected;genome_size_treated_as_fixed;normal_coverage_requires_independent_calibration
4103	20	0.01	f1	61	18.799355921089244	3.7058303551375573	11.536061892204355	26.062649949974134	28	24.95889057515734	approximate_95pct_read_cluster_normal	experimental_read_sampling_model;catalogue_specificity_not_background_verified;sequence_error_and_library_bias_not_corrected;genome_size_treated_as_fixed;normal_coverage_requires_independent_calibration
4103	20	0.01	f2	171	79.28516572977577	8.63896545975549	62.3531045649695	96.21722689458204	89	76.25557217277677	approximate_95pct_read_cluster_normal	experimental_read_sampling_model;catalogue_specificity_not_background_verified;sequence_error_and_library_bias_not_corrected;genome_size_treated_as_fixed;normal_coverage_requires_independent_calibration
4103	20	0.01	f3	421	151.04506137321837	6.546393469289644	138.21436594478246	163.8757568016543	329	319.2506680145752	approximate_95pct_read_cluster_normal	experimental_read_sampling_model;catalogue_specificity_not_background_verified;sequence_error_and_library_bias_not_corrected;genome_size_treated_as_fixed;normal_coverage_requires_independent_calibration
