length_bp	read_count
528	1
589	1
596	1
678	1
869	1
878	1
1004	1
1012	1
1343	1
1373	1
1385	1
1399	2
1416	1
1432	1
1437	1
1489	1
1506	1
1576	1
1579	1
1581	1
1619	1
1623	1
1627	1
1650	1
1659	1
1689	1
1695	1
1713	1
1748	1
1760	1
1770	1
1775	1
1782	1
1848	1
1869	1
1874	1
1884	1
1915	1
1943	1
1954	1
1963	1
1972	1
1976	1
1987	1
2023	1
2048	1
2062	1
2070	1
2124	1
2172	1
2178	1
2185	1
2188	1
2189	1
2217	1
2242	1
2247	1
2255	1
2264	1
2265	1
2412	1
2479	1
2480	1
2565	1
2634	1
2636	1
2647	1
2649	1
2679	1
2711	1
2742	1
2745	1
2789	1
2851	1
2904	1
2913	1
2953	1
2974	1
3029	1
3048	1
3107	1
3151	1
3242	1
3244	1
3297	1
3308	1
3390	1
3402	1
3444	1
3498	1
3631	1
3800	1
3890	1
3899	1
3961	1
4115	1
4217	1
4233	1
4254	1
4270	1
4354	1
4408	1
4419	1
4447	1
4459	1
4465	1
4523	1
4611	1
4665	1
4673	1
4770	1
4797	1
4832	1
5233	1
5301	1
5355	1
5571	1
5593	2
5603	1
5658	1
5689	1
5759	1
5777	1
5804	1
5991	1
6062	1
6090	1
6362	1
6370	1
6450	1
6504	1
6647	1
6701	1
6711	1
6761	1
6849	1
6896	1
6947	1
6977	1
6993	1
7126	1
7181	1
7216	1
7220	1
7223	1
7303	1
7333	1
7443	1
7468	1
7470	1
7497	1
7499	1
7512	1
7566	1
7569	2
7619	1
7624	1
7637	1
7643	1
7644	1
7680	1
7690	1
7700	1
7706	1
7717	1
7723	1
7725	1
7741	1
7744	1
7751	1
7796	2
7797	1
7812	1
7818	1
7820	1
7824	1
7826	1
7838	1
7839	1
7848	2
7850	1
7854	1
7855	2
7859	2
7862	1
7864	1
7870	2
7874	1
7876	1
7878	1
7888	1
7893	2
7896	1
7908	1
7911	2
7913	2
7919	1
7921	1
7924	1
7926	1
7929	1
7930	1
7933	1
7935	1
7940	2
7945	1
7950	1
7952	2
7953	1
7957	1
7958	2
7962	1
7963	1
7972	2
7976	1
7982	1
7985	1
7987	1
7989	1
7991	2
7992	1
7998	1
8000	1
8007	1
8014	1
8020	1
8021	2
8023	1
8024	1
8026	1
8033	1
8034	1
8036	1
8037	1
8039	1
8041	1
8042	1
8044	1
8046	1
8051	1
8052	2
8054	1
8055	3
8062	1
8075	1
8076	1
8079	1
8080	3
8085	1
8096	2
8102	2
8103	1
8105	1
8107	1
8110	1
8111	2
8112	1
8114	1
8119	1
8122	1
8123	2
8124	1
8130	2
8131	1
8133	3
8135	1
8136	1
8138	1
8143	1
8148	1
8150	1
8152	1
8156	1
8164	3
8166	2
8171	1
8178	1
8179	2
8183	2
8188	2
8189	1
8195	1
8197	1
8198	1
8209	1
8210	1
8211	1
8212	1
8213	1
8215	1
8219	1
8220	1
8224	3
8228	2
8231	1
8233	1
8236	1
8238	1
8240	1
8248	2
8249	1
8251	1
8253	1
8255	1
8256	1
8257	1
8258	1
8262	1
8264	2
8266	2
8272	1
8274	1
8275	2
8282	1
8285	1
8289	2
8294	1
8295	3
8298	2
8300	1
8301	2
8303	1
8305	1
8307	1
8308	1
8310	1
8313	2
8317	1
8318	1
8319	1
8322	1
8323	2
8325	1
8330	1
8332	2
8338	3
8339	1
8340	1
8343	1
8344	1
8345	2
8348	1
8350	1
8352	1
8360	1
8364	1
8374	1
8375	1
8376	1
8380	1
8382	1
8383	1
8384	2
8391	2
8395	1
8400	1
8402	1
8403	2
8404	1
8411	2
8418	1
8420	1
8421	2
8423	2
8425	2
8426	2
8428	2
8429	1
8430	1
8431	4
8432	2
8433	2
8435	3
8436	1
8438	2
8439	1
8442	1
8447	2
8449	2
8451	1
8452	1
8454	1
8457	1
8458	1
8460	5
8475	1
8479	1
8483	1
8484	1
8485	1
8487	1
8491	1
8493	2
8494	1
8497	1
8498	2
8499	1
8503	2
8505	1
8512	1
8513	1
8516	2
8517	1
8521	1
8523	3
